,Station Name,City,State,Network,Pricing,Open Date
25956,FARMERS BRANCH CITY HALL - 1,Farmers Branch,TX,ChargePoint Network,Free,2022-08-03
25951,UMASS LOWELL NORTHGARAGE1B,Lowell,MA,ChargePoint Network,Free,2022-08-03
25955,FARMERS BRANCH CITY HALL - 2,Farmers Branch,TX,ChargePoint Network,Free,2022-08-03
25972,VALHALLA HS A07-A08,El Cajon,CA,ChargePoint Network,Free,2022-08-04
26537,Greystone Jewish Center,Yonkers,NY,Blink Network,Free,2022-08-04
27139,Shoppes at Stonecreek,Pickerington,OH,eVgo Network,Free,2022-08-04
25968,STATION1-8 VISA EV 8,Palo Alto,CA,ChargePoint Network,Free,2022-08-04
25967,STATION1-8 VISA EV 3,Palo Alto,CA,ChargePoint Network,Free,2022-08-04
26301,Tunnel Garage,New York,NY,Blink Network,Free,2022-08-04
25963,STATION1-8 VISA EV 7,Palo Alto,CA,ChargePoint Network,Free,2022-08-04
25964,STATION1-8 VISA EV 4,Palo Alto,CA,ChargePoint Network,Free,2022-08-04
25965,STATION1-8 VISA EV 6,Palo Alto,CA,ChargePoint Network,Free,2022-08-04
25969,STATION1-8 VISA EV 1,Palo Alto,CA,ChargePoint Network,Free,2022-08-04
25970,STATION1-8 VISA EV 2,Palo Alto,CA,ChargePoint Network,Free,2022-08-04
25982,Motor Court,Dallas,TX,Blink Network,Free,2022-08-04
25981,Sea World Guest Parking - 3,Orlando,FL,SHELL_RECHARGE,Free,2022-08-04
31680,Gramercy Plaza  - Parking Garage,New York,NY,Blink Network,Free,2022-08-04
25966,STATION1-8 VISA EV 5,Palo Alto,CA,ChargePoint Network,Free,2022-08-04
25980,Sea World Guest Parking - 2,Orlando,FL,SHELL_RECHARGE,Free,2022-08-04
25979,Sea World Guest Parking - 1,Orlando,FL,SHELL_RECHARGE,Free,2022-08-04
25977,OMLPS PAVILLION,Oberlin,OH,ChargePoint Network,Free,2022-08-04
25976,FPL EVOLUTION DAYTONA SHORES2,Daytona Beach Shores,FL,ChargePoint Network,Free,2022-08-04
25975,FPL EVOLUTION DAYTONA SHORES1,Daytona Beach Shores,FL,ChargePoint Network,Free,2022-08-04
25974,TOWN OF AVON TOWN HALL 3,Avon,CO,ChargePoint Network,Free,2022-08-04
25973,GLENEAGLES STATION 1,Delray Beach,FL,ChargePoint Network,Free,2022-08-04
25971,PRESIDIO TRUST 558 PRESIDIO,San Francisco,CA,ChargePoint Network,Free,2022-08-04
25978,OMLPS CITY HALL,Oberlin,OH,ChargePoint Network,Free,2022-08-04
26296,Berwick St Parking,Melrose,MA,AMPUP,Free,2022-08-05
26300,Borrego Springs Welcome Center,Borrego Springs,CA,EVGATEWAY,Free,2022-08-05
26298,Whole Foods Parking Lot,Melrose,MA,AMPUP,Free,2022-08-05
26299,Green St Parking,Melrose,MA,AMPUP,Free,2022-08-05
26295,E Foster St Parking,Melrose,MA,AMPUP,Free,2022-08-05
26297,Tremont St Parking,Melrose,MA,AMPUP,Free,2022-08-05
26294,Mt. Hood Golf Course,Melrose,MA,AMPUP,Free,2022-08-05
25992,VERKADA VERKADA STN 7,San Mateo,CA,ChargePoint Network,Free,2022-08-05
26292,Wegman's Pittsford DCFC,Rochester,NY,Volta,Free,2022-08-05
25991,VERKADA VERKADA STN 6,San Mateo,CA,ChargePoint Network,Free,2022-08-05
25990,VERKADA VERKADA STN 10,San Mateo,CA,ChargePoint Network,Free,2022-08-05
25989,VERKADA VERKADA STN 8,San Mateo,CA,ChargePoint Network,Free,2022-08-05
25988,VERKADA VERKADA STN 11,San Mateo,CA,ChargePoint Network,Free,2022-08-05
25994,CITYOFLIVERMORE I ST. GARAGE-2,Livermore,CA,ChargePoint Network,Free,2022-08-05
25986,VERKADA VERKADA STN 12,San Mateo,CA,ChargePoint Network,Free,2022-08-05
25995,MVY AIRPORT MVY AIRPORT,West Tisbury,MA,ChargePoint Network,Free,2022-08-05
25985,COLISEUM PLACE STATION 4,Oakland,CA,ChargePoint Network,Free,2022-08-05
25984,UCSD CP-NUEV EST 1,La Jolla,CA,ChargePoint Network,Free,2022-08-05
26293,Wegmans Harrison DCFCs,Harrison,NY,Volta,Free,2022-08-05
25997,HOTEL DEL EV CHARGER 1 P2,Coronado,CA,ChargePoint Network,Free,2022-08-05
25998,HOTEL DEL EV CHARGER 3 P2,Coronado,CA,ChargePoint Network,Free,2022-08-05
25999,HOTEL DEL EV CHARGER 4 P2,Coronado,CA,ChargePoint Network,Free,2022-08-05
25996,HOTEL DEL EV CHARGER 1 P1,Coronado,CA,ChargePoint Network,Free,2022-08-05
26001,HOTEL DEL EV CHARGER 2 P1,Coronado,CA,ChargePoint Network,Free,2022-08-05
26291,"Stop & Shop 1429 Route 300 Newburgh, NY",Newburgh,NY,Volta,Free,2022-08-05
26287,Circle K - Tesla Supercharger,Alice,TX,Tesla,Free,2022-08-05
29614,Parkash 4769 LLC - 4769 White Plains,Bronx,NY,Blink Network,Free,2022-08-05
26247,Best Western Plus - Mansfield Inn & Suites,Mansfield,TX,UNIVERSAL,$0.30 per kWh,2022-08-05
25993,VERKADA VERKADA STN 9,San Mateo,CA,ChargePoint Network,Free,2022-08-05
26000,HOTEL DEL EV CHARGER 5 P2,Coronado,CA,ChargePoint Network,Free,2022-08-05
34748,Eastway Parking,New York,NY,Blink Network,Free,2022-08-05
25987,VERKADA VERKADA STN 13,San Mateo,CA,ChargePoint Network,Free,2022-08-05
26004,HOTEL DEL EV CHARGER 6 P1,Coronado,CA,ChargePoint Network,Free,2022-08-05
26002,HOTEL DEL EV CHARGER 3 P1,Coronado,CA,ChargePoint Network,Free,2022-08-05
26003,HOTEL DEL EV CHARGER 4 P1,Coronado,CA,ChargePoint Network,Free,2022-08-05
26005,HOTEL DEL EV CHARGER 5 P1,Coronado,CA,ChargePoint Network,Free,2022-08-05
26037,COS AIRPORT COS VALET,Colorado Springs,CO,ChargePoint Network,Free,2022-08-06
26038,JEFFERSON JEFFERSON MPB,Daly City,CA,ChargePoint Network,Free,2022-08-06
26046,SPORT NORTH SALES 1,Longwood,FL,ChargePoint Network,Free,2022-08-06
26047,IRVINE  CO  OFC ST 17600 49,Irvine,CA,ChargePoint Network,Free,2022-08-06
26044,THE SEA RANCH SOUTH-DUAL-L,The Sea Ranch,CA,ChargePoint Network,Free,2022-08-06
26039,NIWOT PARKING NIWOT BA 01,Niwot,CO,ChargePoint Network,Free,2022-08-06
26042,NAVY EXCHANGE LEMOORE2,Lemoore,CA,ChargePoint Network,Free,2022-08-06
26041,HOTEL DEL EV CHARGER 2 P2,Coronado,CA,ChargePoint Network,Free,2022-08-06
26040,TOWN OF NATICK FIRE STATION #4,Natick,MA,ChargePoint Network,Free,2022-08-06
26045,OK PRODUCE STATION 4,Fresno,CA,ChargePoint Network,Free,2022-08-06
26043,THE SEA RANCH SOUTH-DUAL-R,The Sea Ranch,CA,ChargePoint Network,Free,2022-08-06
26048,8450 GB1 N BUILDING #1,Doral,FL,ChargePoint Network,Free,2022-08-07
29242,EVC Services WAREHOUSE,Houston,TX,Blink Network,Free,2022-08-07
26248,Best Western Executive Inn,Seagoville,TX,UNIVERSAL,$0.30 per kWh,2022-08-08
26802,Valero - Arcadia,Arcadia,CA,EVGATEWAY,$0.45 per kWh,2022-08-08
29013,80 Food Mart,Mesquite,TX,Non-Networked,Free,2022-08-08
26801,Norton-Empire,West Hollywood,CA,EVGATEWAY,$0.40 per kWh,2022-08-08
26799,Bellagio - Bel Air,Bel Air,CA,EVGATEWAY,$0.40 per kWh,2022-08-08
26797,HealthCare Center 4,Los Angeles,CA,EVGATEWAY,$0.30 per kWh,2022-08-08
26796,HealthCare Center 2,Los Angeles,CA,EVGATEWAY,$0.30 per kWh,2022-08-08
26795,Keck Hospital Parking Structure,Los Angeles,CA,EVGATEWAY,$0.30 per kWh,2022-08-08
26803,Bright Star Valor Academy,North Hills,CA,EVGATEWAY,Free,2022-08-08
27334,Ralston Square Shopping Center,Arvada,CO,eVgo Network,Free,2022-08-08
26927,KMC Norfolk,Los Angeles,CA,EVGATEWAY,$0.30 per kWh,2022-08-08
29012,Seago Pantry,Dallas,TX,Non-Networked,Free,2022-08-08
26085,OHIO STATE UNV NEWOLDCANNON3,Columbus,OH,ChargePoint Network,Free,2022-08-09
26084,OHIO STATE UNV NEWOLDCANNON2,Columbus,OH,ChargePoint Network,Free,2022-08-09
26087,TOWNE HYUNDAI 3A,Orchard Park,NY,ChargePoint Network,Free,2022-08-09
26088,TOWNE HYUNDAI 3B,Orchard Park,NY,ChargePoint Network,Free,2022-08-09
26089,KPF KPF EVC 1 AND 2,El Paso,TX,ChargePoint Network,Free,2022-08-09
26082,FIVE-STAR BANK SOUTH CHARGER,Buffalo,NY,ChargePoint Network,Free,2022-08-09
26090,124 N Tacoma Avenue,Tacoma,WA,FLO,Free,2022-08-09
26081,KELLUM MEDICAL STATION 2,Schertz,TX,ChargePoint Network,Free,2022-08-09
26080,KELLUM MEDICAL SATION 1,Schertz,TX,ChargePoint Network,Free,2022-08-09
26086,OHIO STATE UNV NEWOLDCANNON1,Columbus,OH,ChargePoint Network,Free,2022-08-09
26083,FIVE-STAR BANK NORTH CHARGER,Buffalo,NY,ChargePoint Network,Free,2022-08-09
26077,ACP MANAGEMENT SEAL BEACH #1,Seal Beach,CA,ChargePoint Network,Free,2022-08-09
26078,TOWN CENTER 1 ATH LIBRARY,Atherton,CA,ChargePoint Network,Free,2022-08-09
26091,W 9th St,Los Angeles,CA,FLO,Free,2022-08-09
26076,HY SALES CA359 DC FAST 1,Oxnard,CA,ChargePoint Network,Free,2022-08-09
26075,HY SALES CA359 STATION 2,Oxnard,CA,ChargePoint Network,Free,2022-08-09
26074,HY SALES CA359 STATION 1,Oxnard,CA,ChargePoint Network,Free,2022-08-09
26073,STADIUM ENCLAVE UE STATION 3,Tallahassee,FL,ChargePoint Network,Free,2022-08-09
26072,CAJON VALLEY HS A03-A04,El Cajon,CA,ChargePoint Network,Free,2022-08-09
26071,CAJON VALLEY HS A01-A02,El Cajon,CA,ChargePoint Network,Free,2022-08-09
28056,KLV Properties,Amsterdam,NY,LIVINGSTON,Free,2022-08-09
26070,CAJON VALLEY HS A09-A10,El Cajon,CA,ChargePoint Network,Free,2022-08-09
26069,CAJON VALLEY HS A07-A08,El Cajon,CA,ChargePoint Network,Free,2022-08-09
26068,CAJON VALLEY HS A05-A06,El Cajon,CA,ChargePoint Network,Free,2022-08-09
26067,HENNEPIN COUNTY GOV'T CENTER-P2,Minneapolis,MN,ChargePoint Network,Free,2022-08-09
26079,TOWN CENTER 1 TOWN CENTER 2,Atherton,CA,ChargePoint Network,Free,2022-08-09
26249,Comfort Inn & Suites Balch Springs - Se Dallas,Balch Springs,TX,UNIVERSAL,$0.30 per kWh,2022-08-09
26065,HAYDENNATIONAL 3585 HAYDEN 1,Culver City,CA,ChargePoint Network,Free,2022-08-09
26066,HAYDENNATIONAL HIGUERA MOUNT,Culver City,CA,ChargePoint Network,Free,2022-08-09
26100,Wallace Kia - Non-Networked,Stuart,FL,Blink Network,Free,2022-08-10
26095,4000 CHARGING NBER,New Braunfels,TX,ChargePoint Network,Free,2022-08-10
26096,LAKE WORTH BCH 101 SE COAST ST,Lake Worth Beach,FL,ChargePoint Network,Free,2022-08-10
26250,Countryside Inn,Kaufman,TX,UNIVERSAL,$0.30 per kWh,2022-08-10
26097,LAKE WORTH BCH BOHEMIAN GARAGE,Lake Worth Beach,FL,ChargePoint Network,Free,2022-08-10
26098,BUTLERRURALELEC TALAWANDA,Oxford,OH,ChargePoint Network,Free,2022-08-10
26099,CASA DE MODESTO STATION 1,Modesto,CA,ChargePoint Network,Free,2022-08-10
26094,SFSTATE LOT 20 18,San Francisco,CA,ChargePoint Network,Free,2022-08-10
26093,AMERICINN STATION 1,San Angelo,TX,ChargePoint Network,Free,2022-08-10
26411,Motel 6 - Tyler,Terrell,TX,UNIVERSAL,$0.30 per kWh,2022-08-10
28058,10 East 30th St,New York,NY,LIVINGSTON,Free,2022-08-10
27098,Market at Hilliard,Hilliard,OH,eVgo Network,Free,2022-08-10
26172,11511 Nebraska Ave,Los Angeles,CA,FLO,Free,2022-08-11
28061,Fowler Square,Queensbury,NY,LIVINGSTON,Free,2022-08-11
26170,OCPW-PKGADMN P4 #2,Santa Ana,CA,ChargePoint Network,Free,2022-08-11
28055,Oswego Town Hall,Oswego,NY,LIVINGSTON,Free,2022-08-11
26169,OCPW-PKGADMN P4 #3,Santa Ana,CA,ChargePoint Network,Free,2022-08-11
26168,OCPW-PKGADMN P4 #4,Santa Ana,CA,ChargePoint Network,Free,2022-08-11
28054,Oswego Swimming Pool,Oswego,NY,LIVINGSTON,Free,2022-08-11
26165,OCPW-PKGADMN P4 DCFC #3,Santa Ana,CA,ChargePoint Network,Free,2022-08-11
26164,MILTON NY STATION 2,Ballston Spa,NY,ChargePoint Network,Free,2022-08-11
26171,1742 Federal Ave,Los Angeles,CA,FLO,Free,2022-08-11
26158,MACARA STATION 5,Sunnyvale,CA,ChargePoint Network,Free,2022-08-11
26163,MILTON NY STATION 3,Ballston Spa,NY,ChargePoint Network,Free,2022-08-11
26162,MILTON NY STATION 4,Ballston Spa,NY,ChargePoint Network,Free,2022-08-11
26161,MILTON NY STATION 5,Ballston Spa,NY,ChargePoint Network,Free,2022-08-11
26160,MILTON NY STATION 1,Ballston Spa,NY,ChargePoint Network,Free,2022-08-11
26159,OCPW-PKGADMN P4 DCFC #4,Santa Ana,CA,ChargePoint Network,Free,2022-08-11
26167,OCPW-PKGADMN P4 DCFC #1,Santa Ana,CA,ChargePoint Network,Free,2022-08-11
26157,MACARA STATION 1,Sunnyvale,CA,ChargePoint Network,Free,2022-08-11
26103,Sunset Corporate Campus,Bellevue,WA,Blink Network,FREE,2022-08-11
26683,Cowlitz PUD Main Office,Longview,WA,Blink Network,"$0.00-$10.00/Hr Variable Parking Fee, $0.30/kWh Energy Fee",2022-08-11
25854,Palisades Tahoe Far East Center L2,Olympic Valley,CA,EVRANGE,Free,2022-08-11
26166,OCPW-PKGADMN P4 DCFC #2,Santa Ana,CA,ChargePoint Network,Free,2022-08-11
26178,IMC CHARGE 1 THORNTON-FS1-A,Thornton,CO,ChargePoint Network,Free,2022-08-12
26188,11350 Missouri Ave,Los Angeles,CA,FLO,Free,2022-08-12
26187,1845 Butler Ave,Los Angeles,CA,FLO,Free,2022-08-12
26186,"BOA Arlington Financial MA6-167 (Arlington, MA)",Arlington,MA,Electrify America,Free,2022-08-12
26284,Ayers Hotel Chula Vista,Chula Vista,CA,Non-Networked,Free,2022-08-12
26283,Starbucks,Chula Vista,CA,Non-Networked,Free,2022-08-12
26290,Landmark Travel Center - Tesla Supercharger,Clyde,TX,Tesla,Free,2022-08-12
26289,Castaic Creek - Tesla Supercharger,Castaic,CA,Tesla,Free,2022-08-12
26288,Stuart Place Crossing - Tesla Supercharger,Harlingen,TX,Tesla,Free,2022-08-12
26286,San Ysidro Health Center,Campo,CA,Non-Networked,Free,2022-08-12
26415,1988 Bellomy St,Santa Clara,CA,EVMATCH,Free,2022-08-12
26185,FantasyWorld Club Villas-10,Kissimmee,FL,SHELL_RECHARGE,Free,2022-08-12
26184,Schoolfield Properties DCFC,Kissimmee,FL,SHELL_RECHARGE,Free,2022-08-12
26183,IGH E250 N CUST,Inver Grove Heights,MN,ChargePoint Network,Free,2022-08-12
26182,MAGNOLIALODGING H2 PLANO RICH,Plano,TX,ChargePoint Network,Free,2022-08-12
26181,CITY OF ASPEN S GALENA LEVEL3,Aspen,CO,ChargePoint Network,Free,2022-08-12
26285,Viejas Casino and Resot,Alpine,CA,Non-Networked,Free,2022-08-12
26180,NEXUS EAST STATION 3,Austin,TX,ChargePoint Network,Free,2022-08-12
26179,CY AUSTIN AP STATION 1,Austin,TX,ChargePoint Network,Free,2022-08-12
26176,ABELENORTHSIDE STATION 1,New York,NY,ChargePoint Network,Free,2022-08-12
26177,IMC CHARGE 1 THORNTON-FS1-B,Thornton,CO,ChargePoint Network,Free,2022-08-12
26282,Cumming Chevrolet,National City,CA,Non-Networked,Free,2022-08-12
26208,BOULDER COUNTY CLERK PUBLIC,Boulder,CO,ChargePoint Network,Free,2022-08-13
26213,11565 Iowa Ave,Los Angeles,CA,FLO,Free,2022-08-13
26217,15821 Ventura Blvd,Los Angeles,CA,FLO,Free,2022-08-13
26216,9601 Woodman Ave,Los Angeles,CA,FLO,Free,2022-08-13
26215,1532 St Andrews Pl,Los Angeles,CA,FLO,Free,2022-08-13
26214,14926 Burbank Blvd,Los Angeles,CA,FLO,Free,2022-08-13
26212,13339 Sherman Way,Los Angeles,CA,FLO,Free,2022-08-13
26211,10100 SM BLVD TR3,Los Angeles,CA,ChargePoint Network,Free,2022-08-13
26210,10100 SM BLVD TR2,Los Angeles,CA,ChargePoint Network,Free,2022-08-13
26209,10100 SM BLVD TR1,Los Angeles,CA,ChargePoint Network,Free,2022-08-13
26207,OBE POWER PONTE VERDE 1,West Palm Beach,FL,ChargePoint Network,Free,2022-08-13
26206,PASCO COUNTY RIGHT,Dade City,FL,ChargePoint Network,Free,2022-08-13
26205,PASCO COUNTY LEFT,Dade City,FL,ChargePoint Network,Free,2022-08-13
26204,PIKE PLACE STALL #895 #894,Seattle,WA,ChargePoint Network,Free,2022-08-13
26203,IRVINE  CO  OFC SCG 5455 GAP 02,Santa Clara,CA,ChargePoint Network,Free,2022-08-13
26189,LONG BEACH CT PLACE C 01,Long Beach,CA,ChargePoint Network,Free,2022-08-13
26201,IRVINE  CO  OFC SCG 5455 GAP 04,Santa Clara,CA,ChargePoint Network,Free,2022-08-13
26190,LONG BEACH CT PLACE C 04,Long Beach,CA,ChargePoint Network,Free,2022-08-13
26200,HOTEL LOCATION BEST WESTERN 1,Brockport,NY,ChargePoint Network,Free,2022-08-13
26199,ARCHER GREEN MI STATION 5,Jamaica,NY,ChargePoint Network,Free,2022-08-13
26198,ARCHER GREEN MI STATION 3,JAMAICA,NY,ChargePoint Network,Free,2022-08-13
26197,ARCHER GREEN MI STATION 2,Jamaica,NY,ChargePoint Network,Free,2022-08-13
26191,LONG BEACH CT PLACE C 02,Long Beach,CA,ChargePoint Network,Free,2022-08-13
26196,ARCHER GREEN MI STATION 4,Jamaica,NY,ChargePoint Network,Free,2022-08-13
26202,IRVINE  CO  OFC SCG 5455 GAP 01,Santa Clara,CA,ChargePoint Network,Free,2022-08-13
26195,ARCHER GREEN MI STATION 1,JAMAICA,NY,ChargePoint Network,Free,2022-08-13
26194,JACQUARD OFF NETWORK1,Denver,CO,ChargePoint Network,Free,2022-08-13
26192,LONG BEACH CT PLACE C 03,Long Beach,CA,ChargePoint Network,Free,2022-08-13
26193,LONG BEACH STATION 4,Long Beach,CA,ChargePoint Network,Free,2022-08-13
32697,Located in parking lot next to building 11522,Broomfield,CO,Blink Network,Free,2022-08-14
34520,AMZL DVB8,Miami,FL,Blink Network,Free,2022-08-14
25852,Holiday Inn Express - South San Francisco,South San Francisco,CA,EVRANGE,Free,2022-08-14
26219,Fred Meyer WBN Burien #28,Burien,WA,eVgo Network,Free,2022-08-15
2443,Carmel Country Inn - Tesla Destination,Carmel by the Sea,CA,Tesla Destination,Free,2022-08-15
2839,Beachside Inn - Tesla Destination,Santa Barbara,CA,Tesla Destination,Free,2022-08-15
26270,Chevrolet of Everett,Everett,WA,Non-Networked,Free,2022-08-15
34309,Egan Company Corporate Office,Champlin,MN,Blink Network,Free,2022-08-15
27504,The Masonic P1 DCFC,San Francisco,CA,Volta,Free,2022-08-16
26412,Holiday Inn Express & Suites - Longview North,Longview,TX,UNIVERSAL,$0.30 per kWh,2022-08-16
26222,TARGET T1815 STATION 2,Chula Vista,CA,ChargePoint Network,Free,2022-08-16
26271,Blackstone Heritage Corridor Visitor Center,Worcester,MA,Non-Networked,Free,2022-08-16
26224,ATRIUM EVCHARGE EV7,Clifton Park,NY,ChargePoint Network,Free,2022-08-16
26225,ATRIUM EVCHARGE EV2,Clifton Park,NY,ChargePoint Network,Free,2022-08-16
26226,ATRIUM EVCHARGE EV8,Clifton Park,NY,ChargePoint Network,Free,2022-08-16
26231,Montgomery QTR Garage Block – Southern Building,Montgomery,OH,FLO,Free,2022-08-16
26228,ATRIUM EVCHARGE EV6,Clifton Park,NY,ChargePoint Network,Free,2022-08-16
26229,30-10 35th Street,Queens,NY,FLO,Free,2022-08-16
26230,20813 Vanowen St,Los Angeles,CA,FLO,Free,2022-08-16
26227,ATRIUM EVCHARGE EV4,Clifton Park,NY,ChargePoint Network,Free,2022-08-16
26223,ATRIUM EVCHARGE EV10,Clifton Park,NY,ChargePoint Network,Free,2022-08-16
26279,Sea World San Diego,San Diego,CA,Non-Networked,Free,2022-08-17
26278,Christ Lutheran Church,San Diego,CA,Non-Networked,Free,2022-08-17
26277,Kaiser Permanente Employee Parking Garage,San Diego,CA,Non-Networked,Free,2022-08-17
26276,Hyatt Regency La Jolla,San Diego,CA,Non-Networked,Free,2022-08-17
26275,Best Western Premier Hotel Del Mar,Del Mar,CA,Non-Networked,Free,2022-08-17
26280,Hampton Inn Mission Valley,San Diego,CA,Non-Networked,Free,2022-08-17
26274,Jones Beach Energy & Nature Center,Wantagh,NY,Non-Networked,Free,2022-08-17
26281,Homewood Suites,San Diego,CA,Non-Networked,Free,2022-08-17
26413,Comfort Suites - Tyler South,Tyler,TX,UNIVERSAL,$0.30 per kWh,2022-08-17
26314,Parkside Residence,Houston,TX,Blink Network,Free,2022-08-17
26414,Motel 6 - Tyler,Tyler,TX,UNIVERSAL,$0.30 per kWh,2022-08-17
26235,GSR CAR CHARGE HILLSIDE,San Diego,CA,ChargePoint Network,Free,2022-08-17
26267,700 Gothic Rd (US-ZMD-5XD-3),Crested Butte,CO,RIVIAN_WAYPOINTS,Free,2022-08-17
26234,REATA GLEN CANYON VIEW,Rancho Mission Viejo,CA,ChargePoint Network,Free,2022-08-17
26233,REATA GLEN MOUNTAIN VIEW M,Rancho Mission Viejo,CA,ChargePoint Network,Free,2022-08-17
26232,UCSD CP-CUP 1,La Jolla,CA,ChargePoint Network,Free,2022-08-17
26237,GSR CAR CHARGE MAINTENANCE,San Diego,CA,ChargePoint Network,Free,2022-08-17
26238,REATA GLEN HEALTH CENTER 1,Rancho Mission Viejo,CA,ChargePoint Network,Free,2022-08-17
26239,REATA GLEN HEALTH CENTER 2,Rancho Mission Viejo,CA,ChargePoint Network,Free,2022-08-17
26268,700 Gothic Rd (US-ZMD-5XD-4),Crested Butte,CO,RIVIAN_WAYPOINTS,Free,2022-08-17
26240,ATRIUM EVCHARGE EV3,Clifton Park,NY,ChargePoint Network,Free,2022-08-17
26242,IRVINE  CO  OFC SCG 5455 GAP 03,Santa Clara,CA,ChargePoint Network,Free,2022-08-17
26243,"Regency Plaza Hermosa (Hermosa Beach, CA)",Hermosa Beach,CA,Electrify America,Free,2022-08-17
26244,8601 Balboa Blvd,Los Angeles,CA,FLO,Free,2022-08-17
26236,GSR CAR CHARGE PUTTING GREEN,San Diego,CA,ChargePoint Network,Free,2022-08-17
26265,700 Gothic Rd (US-ZMD-5XD-1),Crested Butte,CO,RIVIAN_WAYPOINTS,Free,2022-08-17
26266,700 Gothic Rd (US-ZMD-5XD-2),Crested Butte,CO,RIVIAN_WAYPOINTS,Free,2022-08-17
26241,IRVINE  CO  OFC SCG 5455 GAP 05,Santa Clara,CA,ChargePoint Network,Free,2022-08-17
31721,7Charge - Fort Worth,Fort Worth,TX,7CHARGE,Free,2022-08-17
29649,Park Blvd Residences,Pinellas Park,FL,Blink Network,Free,2022-08-17
30739,Woodside,Marysville,OH,Blink Network,Free,2022-08-17
29600,The Forge,Long Island City,NY,Blink Network,Free,2022-08-17
26261,DIRIDON STATION 1,San Jose,CA,ChargePoint Network,Free,2022-08-18
26256,TUSD - BOHN BOHN ELEM 2,Tracy,CA,ChargePoint Network,Free,2022-08-18
28773,Rose City Inn & Suites,Tyler,TX,UNIVERSAL,Free,2022-08-18
26399,Jim Bass Ford,San Angelo,TX,Blink Network,Free,2022-08-18
26479,Wienerschnitzel - Tesla Supercharger,Mojave,CA,Tesla,Free,2022-08-18
26264,1126 Vermont Ave,Los Angeles,CA,FLO,Free,2022-08-18
26868,Harvest Inn,Saint Helena,CA,Blink Network,FREE,2022-08-18
26263,81-09 41st Ave,Queens,NY,FLO,Free,2022-08-18
26262,Mountain View High School,El Monte,CA,SHELL_RECHARGE,Free,2022-08-18
26260,AMLP32MAIN EV STATION #2,Ashburnham,MA,ChargePoint Network,Free,2022-08-18
26259,AMLP32MAIN EV STATION #1,Ashburnham,MA,ChargePoint Network,Free,2022-08-18
26258,92746 CHARGEPOINT 2,New York,NY,ChargePoint Network,Free,2022-08-18
26253,2101 EL SEGUNDO STATION 1,El Segundo,CA,ChargePoint Network,Free,2022-08-18
26254,SANTA MONICA CIVIC EVSE 28,Santa Monica,CA,ChargePoint Network,Free,2022-08-18
26255,TUSD - BOHN BOHN ELEM 1,Tracy,CA,ChargePoint Network,Free,2022-08-18
26310,79 South Ferry Road (US-B99-2XN-1),Shelter Island,NY,RIVIAN_WAYPOINTS,Free,2022-08-18
26311,79 South Ferry Road (US-B99-2XN-2),Shelter Island,NY,RIVIAN_WAYPOINTS,Free,2022-08-18
26257,92746 CHARGEPOINT 1,New York,NY,ChargePoint Network,Free,2022-08-18
26309,PLYMOUTH PGDC1,Plymouth,MA,ChargePoint Network,Free,2022-08-19
26308,CIVICEV COMMUNITY CTR2,Minnetonka,MN,ChargePoint Network,Free,2022-08-19
26307,FIVE CORNERS FIVE CORNERS #4,Houston,TX,ChargePoint Network,Free,2022-08-19
26306,FIVE CORNERS FIVE CORNERS #1,Houston,TX,ChargePoint Network,Free,2022-08-19
26305,FIVE CORNERS FIVE CORNERS #2,Houston,TX,ChargePoint Network,Free,2022-08-19
26480,Hotel Mission De Oro - Tesla Supercharger,Santa Nella,CA,Tesla,Free,2022-08-19
26304,FIVE CORNERS FIVE CORNERS #3,Houston,TX,ChargePoint Network,Free,2022-08-19
26866,Super 8 by Wyndham Terrell,Terrell,TX,UNIVERSAL,$0.30 per kWh,2022-08-19
26303,TOPANGA STATION 16,Los Angeles,CA,ChargePoint Network,Free,2022-08-19
26302,OV CAR CHARGER STATION1,Thousand Oaks,CA,ChargePoint Network,Free,2022-08-19
26316,LA COSTA GLEN NORTH CAMPUS,Carlsbad,CA,ChargePoint Network,Free,2022-08-20
26315,NATIONAL INSTRU 17&18;,Austin,TX,ChargePoint Network,Free,2022-08-20
26323,WPI WPI BOYNTON 2,Worcester,MA,ChargePoint Network,Free,2022-08-20
26320,ARTEM WYNWOOD ST3,Miami,FL,ChargePoint Network,Free,2022-08-20
28525,Bedford Campus,Bedford,MA,Blink Network,"$0.00-$8.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",2022-08-20
26318,TARGET T2280 STATION 2,Hawthorne,CA,ChargePoint Network,Free,2022-08-20
26321,LAWRENCE LOFTS LL COMMERCIAL,Seattle,WA,ChargePoint Network,Free,2022-08-20
26319,ATRIUM EVCHARGE EV1,Clifton Park,NY,ChargePoint Network,Free,2022-08-20
26324,WPI WPI BOYNTON 1,Worcester,MA,ChargePoint Network,Free,2022-08-20
26328,CP EV GARDNER ST 1,Worcester,MA,ChargePoint Network,Free,2022-08-20
26326,GPM INVESTMENTS 5712 DC2,Marysville,OH,ChargePoint Network,Free,2022-08-20
26327,CP EV GARDNER ST 2,Worcester,MA,ChargePoint Network,Free,2022-08-20
26329,AC JC 2,Brighton,CO,ChargePoint Network,Free,2022-08-20
26330,LFT-CALABASAS # 1,Calabasas,CA,ChargePoint Network,Free,2022-08-20
26317,LA COSTA GLEN SOUTH CAMPUS,Carlsbad,CA,ChargePoint Network,Free,2022-08-20
